,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead
4945,2017_DoWR_4317_1,JOR/RIDF-XXIII/3,Galabeel3,Anti erosin measures to protect Doldolia and Ikorani Dadhara area including Dergaon Townshipand Basic Training centre from the erosion of river Gelabeel.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785108,11.0,,,,396469,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'erosion': 1}
4946,2017_DoWR_4312_1,JOR/RIDF-XXIII/2,Marianitown7,Anti-Erosion measures at different reaches of Bhogdoi river on Both Banks in between Mariani Town and Jorhat Town. Ph-I ( NABARD-RIDF-XXIII),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,2.0,,,,14028787,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 1}"
4947,2017_DoWR_4318_1,JOR/RIDF-XXIII/3,galabeel4,Anti erosin measures to protect Doldolia and Ikorani Dadhara area including Dergaon Townshipand Basic Training centre from the erosion of river Gelabeel,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785108,5.0,,,,364150,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'erosion': 1}
4948,2017_DoWR_4313_1,JOR/RIDF-XXIII/2,Marianitown8,Anti-Erosion measures at different reaches of Bhogdoi river on Both Banks in between Mariani Town and Jorhat Town. Ph-I ( NABARD-RIDF-XXIII),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,10.0,,,,672251,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 1}"
4949,2017_DoWR_4319_1,JOR/RIDF-XXIII/3,Galabeel5,Anti erosin measures to protect Doldolia and Ikorani Dadhara area including Dergaon Townshipand Basic Training centre from the erosion of river Gelabeel,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785108,3.0,,,,355187,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'erosion': 1}
4999,2017_BoTC_4386_1,104/2,"Construction of Brick Boundary Wall with iron gate and earth filling, box culvert 2 Nos. Brick drain at Hogoma M.E. and L.P. School under Kokrajhar District","Construction of Brick Boundary Wall with iron gate and earth filling, box culvert 2 Nos. Brick drain at Hogoma M.E. and L.P. School under Kokrajhar District",Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,14-12-2017 15:30,,180,No,No,Offline,30-12-2017 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Kokrajhar,783370,2.0,27-08-2018 00:00,3304177,Sri Birkhang Boro,3304177,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 2, 'drain': 2, 'box': 2}"
5000,2017_BoTC_4388_1,104/3,"Construction of Brick Boundary Wall with iron gate and earth filling, box culvert 2 Nos., Brick drain at Alari L.P. School under Kokrajhar District.","Construction of Brick Boundary Wall with iron gate and earth filling, box culvert 2 Nos., Brick drain at Alari L.P. School under Kokrajhar District.",Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,14-12-2017 15:30,,180,No,No,Offline,30-12-2017 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Kokrajhar,783370,2.0,27-08-2018 00:00,2207921,Sri Birkhang Boro,2207921,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 2, 'drain': 2, 'box': 2}"
5001,2017_BoTC_4389_1,104/4,"Construction of Brick Boundary Wall with iron gate and earth filling and box culvert 1 No., at Majulipara M.E. School under Kokrajhar District.","Construction of Brick Boundary Wall with iron gate and earth filling and box culvert 1 No., at Majulipara M.E. School under Kokrajhar District.",Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,14-12-2017 15:30,,180,No,No,Offline,30-12-2017 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Kokrajhar,783370,2.0,27-08-2018 00:00,2206858,Sri Birkhang Boro,2206858,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 2, 'box': 2}"
5010,2017_DoWR_3901_2,NAGAON/ST/2016-17/17-18/1,EWnagaon SP retender,Raising and strengthening of Brahmaputra dyke on its L B from Ch.7700m to 10900m,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,14-12-2017 18:00,,180,No,No,Offline,26-12-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Nagaon,782120,9.0,,,,29999642,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,{'dyke': 1}
5013,2017_BTCWR_4407_1,"ACE/KZ/WR/ET/AC/1974,d12.12.17",NABARD(RIDF-XXIII) PK-1 (CHIRANG),"A/E measures to protect village Aie-Poali No.1,2, Kanibhur and its adjoining area from the erosion of river Aie on R/B (ph-I)",Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,15-12-2017 10:00,,180,No,No,Offline,04-01-2018 15:20,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,"Aie-Poali No,1,2 and Kanibhur",783375,8.0,,,,39324409,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
5014,2017_BTCWR_4410_1,AddlCE/KZ/WR/ET/AC/1973,NABARD (RIDF-XXIII) Simaltapu Pk-1,"A/E measures to protect village Simultapu Block, Simultapu-II and Birgaon village from the erosion of river Sakosh under NABARD",Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,15-12-2017 10:00,,180,No,No,Offline,04-01-2018 15:20,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,Simultapu Block Simultapu-II (Kokrajhar),783375,4.0,19-06-2018 00:00,14882671.85,LILADHAR ROY - CHANDIT  BARO - JV,14882671,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
5015,2017_BTCWR_4410_2,AddlCE/KZ/WR/ET/AC/1973,NABARD (RIDF-XXIII) Simaltapu Pk-2,"A/E measures to protect village Simultapu Block, Simultapu-II and Birgaon village from the erosion of river Sakosh under NABARD",Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,15-12-2017 10:00,,180,No,No,Offline,04-01-2018 15:20,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,Simultapu Block Simultapu-II (Kokrajhar),783375,6.0,19-06-2018 00:00,14860975.95,"LILADHAR ROY - CHANDIT  BARO - JV,Md Gafur",14860975,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
5016,2017_BTCWR_4410_3,AddlCE/KZ/WR/ET/AC/1973,NABARD (RIDF-XXIII) Saralbhanga Pk-1,R/S of existing embankment with A/E measures on L/B of river Saralbhanga from Patgaon to Khalashi (Ch.0.00m to 1200.00m),Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,15-12-2017 10:00,,180,No,No,Offline,04-01-2018 15:20,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,Uttar Patgaon (Kokrajhar),783370,7.0,19-06-2018 00:00,14004768.1,"Lakhindar Brahma,RWIRUP MUSHAHARY,Sri Nirendu Roy,SWRANG KHAKLARY",14004768,AOC,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 1, 'a e': 1}"
5017,2017_BTCWR_4410_4,AddlCE/KZ/WR/ET/AC/1973,NABARD (RIDF-XXIII) Saralbhanga Pk-2,R/S of existing embankment with A/E measures on L/B of river Saralbhanga from Patgaon to Khalashi (Ch.0.00m to 1200.00m),Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,15-12-2017 10:00,,180,No,No,Offline,04-01-2018 15:20,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,Uttar Patgaon (Kokrajhar),783370,5.0,19-06-2018 00:00,15692842.29,KEMENDRA Kr BRAHMA,15692842,AOC,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 1, 'a e': 1}"
5021,2017_BTCWR_4410_5,AddlCE/KZ/WR/ET/AC/1973,NABARD (RIDF-XXIII) Umanagar Pk-1,A/E measures to protect village Umanagar and its adjoining area from the erosion of river Gangia. Ch.650.00m to 905.00m,Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,15-12-2017 10:45,,180,No,No,Offline,04-01-2018 15:20,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,Uma Nagar (Kokrajhar),783370,7.0,19-06-2018 00:00,9925076.7,"KEMENDRA Kr BRAHMA,Md Gafur,RWIRUP MUSHAHARY,Sri Nirendu Roy",9925076,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
5022,2017_BTCWR_4410_6,AddlCE/KZ/WR/ET/AC/1973,NABARD (RIDF-XXIII) Umanagar Pk-2,A/E measures to protect village Umanagar and its adjoining area from the erosion of river Gangia. Ch.650.00m to 905.00m,Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,15-12-2017 10:45,,180,No,No,Offline,04-01-2018 15:20,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,Uma Nagar (Kokrajhar),783370,7.0,19-06-2018 00:00,9925076.7,"JHANTU GHOSH,KEMENDRA Kr BRAHMA,Surajit Roy,TAMION BRAHMA,UTTAM SAHA",9925076,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
5053,2017_DoWR_4378_1,SIV/RIDF-XXIII/2,Sonari Town Pk1,A/E measures to protect Sonari Town and its adjoining areas near Ward No.12 from the erosion of river Towkak,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,15-12-2017 18:00,,180,No,No,Offline,05-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sivsagar,785690,12.0,,,,17343441,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
5054,2017_DoWR_4379_1,SIV/RIDF-XXIII/2,Sonari Town Pk2,A/E measures to protect Sonari Town and its adjoining areas near Ward No.12 from the erosion of river Towkak,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,15-12-2017 18:00,,180,No,No,Offline,05-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sivsagar,785690,16.0,,,,7282605,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
5055,2017_DoWR_4380_1,SIV/RIDF-XXIII/2,Sonari Town Pk3,A/E measures to protect Sonari Town and its adjoining areas near Ward No.12 from the erosion of river Towkak,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,15-12-2017 18:00,,180,No,No,Offline,05-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sivsagar,785690,10.0,,,,4490276,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
5097,2017_PWD_4338_1,SENL/SDRF/2017-18/BAR-11,SENL/SDRF/2017-18/BAR-11,Restoration to Timber Foot Br. No. 1/1 on Kalgachia to Kharbally Road under SDRF for the year 2016-17 under Barpeta Rural Road Division.,Works,Open Tender,Item Rate,Civil Works – Roads,2017-2018,No,No,,16-12-2017 11:00,19-12-2017 12:00,90,No,No,Offline,27-12-2017 11:00,Public Works Roads Department,Public Works Roads Department,"S.E. PWD Nalbari Road Circle, Nalbari",781335,4.0,,,,5500000,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,{'sdrf': 3}
5098,2017_PWD_4341_1,SENL/SDRF/2017-18/BAR-12,SENL/SDRF/2017-18/BAR-12,Restoration to Timber Foot Br. No. 1/1 on Kalgachia PWD I.B. approach Road to Amguri Road under SDRF for the year 2016-17 under Barpeta Rural Road Division.,Works,Open Tender,Item Rate,Civil Works – Roads,2017-2018,No,No,,16-12-2017 11:00,19-12-2017 12:00,90,No,No,Offline,27-12-2017 11:00,Public Works Roads Department,Public Works Roads Department,"S.E. PWD Nalbari Road Circle, Nalbari",781335,3.0,,,,5000000,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,{'sdrf': 3}
5099,2017_PWD_4344_1,SENL/SDRF/2017-18/BAR-13,SENL/SDRF/2017-18/BAR-13,Restoration of SPT Br. No. 1/4 on Gajia Gobindapur Road under SDRF for the year 2016-17 under Barpeta Rural Road Division.,Works,Open Tender,Item Rate,Civil Works – Roads,2017-2018,No,No,,16-12-2017 11:00,19-12-2017 12:00,90,No,No,Offline,27-12-2017 11:00,Public Works Roads Department,Public Works Roads Department,"S.E. PWD Nalbari Road Circle, Nalbari",781335,5.0,,,,2628000,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,{'sdrf': 3}
